"lemma","text.content","text.beginOffset","partOfSpeech.tag","dependencyEdge.headTokenIndex","dependencyEdge.label","text_id","bigram","trigram"
"i","I",-1,"PRON",9,"NSUBJ",93,"i finally","i finally negotiate"
"finally","finally",-1,"ADV",16,"ADVMOD",93,"finally negotiate","finally negotiate term"
"negotiate","negotiated",-1,"VERB",9,"ADVCL",93,"negotiate term","negotiate term lay"
"term","terms",-1,"NOUN",21,"NSUBJPASS",93,"term lay","term lay i"
"lay","laid",-1,"VERB",16,"CONJ",93,"lay i","lay i write"
"i","I",-1,"PRON",25,"NSUBJ",93,"i write",NA
"write","wrote",-1,"VERB",25,"ROOT",93,NA,NA
"you","You",-1,"PRON",1,"NSUBJ",94,"you call","you call gold"
"call","called",-1,"VERB",1,"ROOT",94,"call gold","call gold standard"
"gold","gold",-1,"NOUN",5,"NN",94,"gold standard",NA
"standard","standard",-1,"NOUN",1,"ATTR",94,NA,NA
"you","You",-1,"PRON",1,"NSUBJ",95,"you call","you call gold"
"call","called",-1,"VERB",1,"ROOT",95,"call gold","call gold standard"
"gold","gold",-1,"NOUN",5,"NN",95,"gold standard","gold standard trade"
"standard","standard",-1,"NOUN",1,"ATTR",95,"standard trade","standard trade deal"
"trade","trade",-1,"NOUN",8,"NN",95,"trade deal","trade deal you"
"deal","deals",-1,"NOUN",6,"POBJ",95,"deal you","deal you say"
"you","You",-1,"PRON",11,"NSUBJ",95,"you say","you say fine"
"say","said",-1,"VERB",11,"ROOT",95,"say fine","say fine deal"
"fine","finest",-1,"ADJ",16,"AMOD",95,"fine deal","fine deal ever"
"deal","deal",-1,"NOUN",13,"ATTR",95,"deal ever","deal ever see"
"ever","ever",-1,"ADV",20,"ADVMOD",95,"ever see",NA
"see","seen",-1,"VERB",16,"RCMOD",95,NA,NA
"hear","heard",-1,"VERB",3,"ROOT",97,"hear i","hear i say"
"i","I",-1,"PRON",6,"NSUBJ",97,"i say","i say sudden"
"say","said",-1,"VERB",3,"CCOMP",97,"say sudden",NA
"sudden","sudden",-1,"ADJ",12,"POBJ",97,NA,NA
"donald","Donald",-1,"NOUN",5,"NSUBJ",98,"donald i","donald i know"
"i","I",-1,"PRON",5,"NSUBJ",98,"i know","i know live"
"know","know",-1,"VERB",5,"ROOT",98,"know live","know live reality"
"live","live",-1,"VERB",5,"CCOMP",98,"live reality","live reality fact"
"reality","reality",-1,"NOUN",8,"POBJ",98,"reality fact","reality fact fact"
"fact","facts",-1,"NOUN",15,"ATTR",98,"fact fact","fact fact i"
"fact","facts",-1,"NOUN",22,"NSUBJ",98,"fact i","fact i say"
"i","I",-1,"PRON",26,"NSUBJ",98,"i say","i say i"
"say","say",-1,"VERB",22,"PARATAXIS",98,"say i","say i hope"
"i","I",-1,"PRON",28,"NSUBJ",98,"i hope","i hope good"
"hope","hoped",-1,"VERB",26,"CCOMP",98,"hope good","hope good deal"
"good","good",-1,"ADJ",34,"AMOD",98,"good deal","good deal negotiate"
"deal","deal",-1,"NOUN",31,"ATTR",98,"deal negotiate",NA
"negotiate","negotiated",-1,"VERB",26,"CONJ",98,NA,NA
"not","Not",-1,"ADV",0,"ROOT",99,NA,NA
"i","I",-1,"PRON",3,"NSUBJ",100,"i responsible","i responsible i"
"responsible","responsible",-1,"ADJ",3,"ACOMP",100,"responsible i","responsible i conclude"
"i","I",-1,"PRON",9,"NSUBJ",100,"i conclude","i conclude n't"
"conclude","concluded",-1,"VERB",3,"PARATAXIS",100,"conclude n't","conclude n't i"
"n't","n't",-1,"ADV",11,"NEG",100,"n't i","n't i write"
"i","I",-1,"PRON",15,"NSUBJ",100,"i write","i write book"
"write","wrote",-1,"VERB",15,"ROOT",100,"write book",NA
"book","book",-1,"NOUN",18,"POBJ",100,NA,NA
"so","So",-1,"ADV",1,"ADVMOD",101,"so president","so president obama"
"president","President",-1,"NOUN",4,"TITLE",101,"president obama","president obama fault"
"obama","Obama",-1,"NOUN",6,"POSS",101,"obama fault",NA
"fault","fault",-1,"NOUN",1,"ATTR",101,NA,NA
"even","even",-1,"ADV",4,"ADVMOD",102,"even announce",NA
"announce","announced",-1,"VERB",4,"ROOT",102,NA,NA
"president","President",-1,"NOUN",3,"TITLE",103,"president obama","president obama fault"
"obama","Obama",-1,"NOUN",5,"POSS",103,"obama fault",NA
"fault","fault",-1,"NOUN",0,"ATTR",103,NA,NA
"look","Look",-1,"VERB",0,"ROOT",104,"look difference",NA
"difference","differences",-1,"NOUN",3,"NSUBJ",104,NA,NA
"secretary","Secretary",-1,"NOUN",2,"NSUBJ",105,"secretary president","secretary president obama"
"president","President",-1,"NOUN",5,"TITLE",105,"president obama","president obama fault"
"obama","Obama",-1,"NOUN",7,"POSS",105,"obama fault",NA
"fault","fault",-1,"NOUN",2,"ATTR",105,NA,NA
"push","pushing",-1,"VERB",3,"ROOT",107,NA,NA
"different","different",-1,"ADJ",3,"AMOD",108,"different view","different view good"
"view","views",-1,"NOUN",1,"NSUBJ",108,"view good","view good country"
"good","good",-1,"ADJ",6,"ACOMP",108,"good country","good country economy"
"country","country",-1,"NOUN",8,"POBJ",108,"country economy","country economy leadership"
"economy","economy",-1,"NOUN",10,"CONJ",108,"economy leadership","economy leadership world"
"leadership","leadership",-1,"NOUN",10,"CONJ",108,"leadership world","leadership world i"
"world","world",-1,"NOUN",18,"POBJ",108,"world i","world i think"
"i","I",-1,"PRON",24,"NSUBJ",108,"i think","i think important"
"think","think",-1,"VERB",24,"ROOT",108,"think important","think important look"
"important","important",-1,"ADJ",26,"ACOMP",108,"important look","important look need"
"look","look",-1,"VERB",26,"XCOMP",108,"look need","look need get"
"need","need",-1,"VERB",30,"PCOMP",108,"need get","need get economy"
"get","get",-1,"VERB",35,"XCOMP",108,"get economy","get economy go"
"economy","economy",-1,"NOUN",40,"NSUBJ",108,"economy go","economy go i"
"go","going",-1,"VERB",37,"XCOMP",108,"go i","go i say"
"i","I",-1,"PRON",47,"NSUBJ",108,"i say","i say new"
"say","said",-1,"VERB",44,"ADVCL",108,"say new","say new job"
"new","new",-1,"ADJ",49,"AMOD",108,"new job","new job rise"
"job","jobs",-1,"NOUN",47,"DOBJ",108,"job rise","job rise income"
"rise","rising",-1,"VERB",52,"AMOD",108,"rise income","rise income investment"
"income","incomes",-1,"NOUN",50,"POBJ",108,"income investment","income investment tax"
"investment","investments",-1,"NOUN",52,"CONJ",108,"investment tax","investment tax cut"
"tax","tax",-1,"NOUN",60,"NN",108,"tax cut","tax cut add"
"cut","cuts",-1,"NOUN",57,"POBJ",108,"cut add","cut add debt"
"add","add",-1,"VERB",52,"RCMOD",108,"add debt",NA
"debt","debt",-1,"NOUN",66,"POBJ",108,NA,NA
"plan","plan",-1,"NOUN",2,"DOBJ",109,NA,NA
"i","I",-1,"PRON",7,"NSUBJ",110,NA,NA
"secretary","Secretary",-1,"NOUN",3,"NSUBJ",111,"secretary plan",NA
"plan","plan",-1,"NOUN",3,"DOBJ",111,NA,NA
"fact","fact",-1,"NOUN",0,"POBJ",112,"fact i","fact i write"
"i","I",-1,"PRON",5,"NSUBJ",112,"i write","i write book"
"write","written",-1,"VERB",5,"ROOT",112,"write book","write book it"
"book","book",-1,"NOUN",5,"DOBJ",112,"book it","book it call"
"it","It",-1,"PRON",13,"NSUBJPASS",112,"it call","it call strong"
"call","called",-1,"VERB",13,"ROOT",112,"call strong","call strong together"
"strong","Stronger",-1,"ADJ",13,"DEP",112,"strong together","strong together you"
"together","Together",-1,"ADV",15,"ADVMOD",112,"together you","together you can"
"you","You",-1,"PRON",21,"NSUBJ",112,"you can","you can pick"
"can","can",-1,"VERB",21,"AUX",112,"can pick","can pick tomorrow"
"pick","pick",-1,"VERB",21,"ROOT",112,"pick tomorrow","pick tomorrow bookstore"
"tomorrow","tomorrow",-1,"NOUN",21,"TMOD",112,"tomorrow bookstore",NA
"bookstore","bookstore",-1,"NOUN",25,"POBJ",112,NA,NA
"folks","Folks",-1,"NOUN",4,"NSUBJ",114,"folks go",NA
"go","going",-1,"VERB",4,"ROOT",114,NA,NA
"airport","airport",-1,"NOUN",2,"POBJ",115,NA,NA
"we","We",-1,"PRON",2,"NSUBJ",116,"we go","we go move"
"go","going",-1,"VERB",2,"ROOT",116,"go move",NA
"move","move",-1,"VERB",2,"XCOMP",116,NA,NA
"i","I",-1,"PRON",5,"NSUBJ",117,"i see","i see need"
"see","see",-1,"VERB",2,"ADVCL",117,"see need","see need strong"
"need","need",-1,"VERB",2,"PARATAXIS",117,"need strong","need strong growth"
"strong","strong",-1,"ADJ",13,"AMOD",117,"strong growth","strong growth fair"
"growth","growth",-1,"NOUN",11,"DOBJ",117,"growth fair","growth fair growth"
"fair","fair",-1,"ADJ",16,"AMOD",117,"fair growth","fair growth sustained"
"growth","growth",-1,"NOUN",13,"CONJ",117,"growth sustained","growth sustained growth"
"sustained","sustained",-1,"ADJ",19,"AMOD",117,"sustained growth","sustained growth we"
"growth","growth",-1,"NOUN",13,"APPOS",117,"growth we","growth we also"
"we","We",-1,"PRON",23,"NSUBJ",117,"we also","we also look"
"also","also",-1,"ADV",23,"ADVMOD",117,"also look","also look help"
"look","look",-1,"VERB",23,"XCOMP",117,"look help","look help family"
"help","help",-1,"VERB",26,"PCOMP",117,"help family","help family balance"
"family","families",-1,"NOUN",31,"NSUBJ",117,"family balance","family balance responsibility"
"balance","balance",-1,"VERB",29,"CCOMP",117,"balance responsibility","balance responsibility home"
"responsibility","responsibilities",-1,"NOUN",31,"DOBJ",117,"responsibility home","responsibility home responsibility"
"home","home",-1,"NOUN",34,"POBJ",117,"home responsibility","home responsibility business"
"responsibility","responsibilities",-1,"NOUN",35,"CONJ",117,"responsibility business",NA
"business","business",-1,"NOUN",39,"POBJ",117,NA,NA
"so","So",-1,"ADV",2,"ADVMOD",118,"so robust","so robust set"
"robust","robust",-1,"ADJ",6,"AMOD",118,"robust set","robust set plan"
"set","set",-1,"NOUN",2,"DOBJ",118,"set plan","set plan person"
"plan","plans",-1,"NOUN",7,"POBJ",118,"plan person","plan person look"
"person","people",-1,"NOUN",13,"NSUBJ",118,"person look","person look plan"
"look","looked",-1,"VERB",13,"ROOT",118,"look plan","look plan conclude"
"plan","plans",-1,"NOUN",16,"POBJ",118,"plan conclude","plan conclude mine"
"conclude","concluded",-1,"VERB",13,"CONJ",118,"conclude mine","conclude mine create"
"mine","mine",-1,"PRON",25,"NSUBJ",118,"mine create","mine create job"
"create","create",-1,"VERB",21,"CCOMP",118,"create job","create job lose"
"job","jobs",-1,"NOUN",25,"DOBJ",118,"job lose","job lose us"
"lose","lose",-1,"VERB",25,"CONJ",118,"lose us","lose us job"
"us","us",-1,"PRON",32,"IOBJ",118,"us job","us job explode"
"job","jobs",-1,"NOUN",32,"DOBJ",118,"job explode","job explode debt"
"explode","explode",-1,"VERB",32,"CONJ",118,"explode debt","explode debt recession"
"debt","debt",-1,"NOUN",39,"DOBJ",118,"debt recession",NA
"recession","recession",-1,"NOUN",44,"DOBJ",118,NA,NA
"you","You",-1,"PRON",2,"NSUBJ",119,"you go","you go approve"
"go","going",-1,"VERB",2,"ROOT",119,"go approve","go approve big"
"approve","approve",-1,"VERB",2,"XCOMP",119,"approve big","approve big tax"
"big","biggest",-1,"ADJ",10,"AMOD",119,"big tax","big tax cut"
"tax","tax",-1,"NOUN",10,"NN",119,"tax cut","tax cut history"
"cut","cuts",-1,"NOUN",6,"POBJ",119,"cut history","cut history you"
"history","history",-1,"NOUN",11,"POBJ",119,"history you","history you go"
"you","You",-1,"PRON",16,"NSUBJ",119,"you go","you go approve"
"go","going",-1,"VERB",16,"ROOT",119,"go approve","go approve big"
"approve","approve",-1,"VERB",16,"XCOMP",119,"approve big","approve big tax"
"big","biggest",-1,"ADJ",24,"AMOD",119,"big tax","big tax increase"
"tax","tax",-1,"NOUN",24,"NN",119,"tax increase","tax increase history"
"increase","increases",-1,"NOUN",20,"POBJ",119,"increase history","increase history you"
"history","history",-1,"NOUN",25,"POBJ",119,"history you","history you go"
"you","You",-1,"PRON",30,"NSUBJ",119,"you go","you go drive"
"go","going",-1,"VERB",30,"ROOT",119,"go drive","go drive business"
"drive","drive",-1,"VERB",30,"XCOMP",119,"drive business","drive business your"
"business","business",-1,"NOUN",32,"DOBJ",119,"business your","business your regulation"
"your","Your",-1,"PRON",37,"POSS",119,"your regulation","your regulation disaster"
"regulation","regulations",-1,"NOUN",38,"NSUBJ",119,"regulation disaster","regulation disaster go"
"disaster","disaster",-1,"NOUN",38,"ATTR",119,"disaster go","disaster go increase"
"go","going",-1,"VERB",38,"CONJ",119,"go increase","go increase regulation"
"increase","increase",-1,"VERB",45,"XCOMP",119,"increase regulation","increase regulation place"
"regulation","regulations",-1,"NOUN",47,"DOBJ",119,"regulation place",NA
"place","place",-1,"NOUN",50,"POBJ",119,NA,NA
"way","way",-1,"NOUN",1,"POBJ",120,"way tax","way tax cut"
"tax","tax",-1,"NOUN",7,"NN",120,"tax cut","tax cut big"
"cut","cut",-1,"NOUN",8,"NSUBJ",120,"cut big","cut big ronald"
"big","biggest",-1,"ADJ",8,"ATTR",120,"big ronald","big ronald reagan"
"ronald","Ronald",-1,"NOUN",13,"NN",120,"ronald reagan","ronald reagan i"
"reagan","Reagan",-1,"NOUN",11,"POBJ",120,"reagan i","reagan i proud"
"i","I",-1,"PRON",16,"NSUBJ",120,"i proud","i proud it"
"proud","proud",-1,"ADJ",16,"ACOMP",120,"proud it","proud it will"
"it","It",-1,"PRON",24,"NSUBJ",120,"it will","it will create"
"will","will",-1,"VERB",24,"AUX",120,"will create","will create tremendous"
"create","create",-1,"VERB",24,"ROOT",120,"create tremendous","create tremendous number"
"tremendous","tremendous",-1,"ADJ",26,"AMOD",120,"tremendous number","tremendous number new"
"number","numbers",-1,"NOUN",24,"DOBJ",120,"number new","number new job"
"new","new",-1,"ADJ",29,"AMOD",120,"new job",NA
"job","jobs",-1,"NOUN",27,"POBJ",120,NA,NA
"regulation","regulations",-1,"NOUN",5,"NSUBJ",121,"regulation go","regulation go regulate"
"go","going",-1,"VERB",5,"ROOT",121,"go regulate","go regulate business"
"regulate","regulate",-1,"VERB",5,"XCOMP",121,"regulate business","regulate business existence"
"business","businesses",-1,"NOUN",7,"DOBJ",121,"business existence",NA
"existence","existence",-1,"NOUN",11,"POBJ",121,NA,NA
"when","When",-1,"ADV",2,"ADVMOD",122,"when i","when i go"
"i","I",-1,"PRON",2,"NSUBJ",122,"i go","i go around"
"go","go",-1,"VERB",8,"ADVCL",122,"go around","go around lester"
"around","around",-1,"ADV",2,"ADVMOD",122,"around lester","around lester i"
"lester","Lester",-1,"NOUN",8,"NSUBJ",122,"lester i","lester i tell"
"i","I",-1,"PRON",8,"NSUBJ",122,"i tell","i tell i"
"tell","tell",-1,"VERB",8,"ROOT",122,"tell i","tell i i"
"i","I",-1,"PRON",14,"NSUBJ",122,"i i","i i go"
"i","I",-1,"PRON",21,"NSUBJ",122,"i go","i go around"
"go","go",-1,"VERB",42,"ADVCL",122,"go around","go around tax"
"around","around",-1,"ADV",21,"ADVMOD",122,"around tax","around tax cut"
"tax","tax",-1,"NOUN",27,"NN",122,"tax cut","tax cut thing"
"cut","cut",-1,"NOUN",24,"POBJ",122,"cut thing","cut thing thing"
"thing","thing",-1,"NOUN",42,"NSUBJ",122,"thing thing","thing thing business"
"thing","things",-1,"NOUN",30,"APPOS",122,"thing business","thing business person"
"business","business",-1,"NOUN",33,"RCMOD",122,"business person","business person fact"
"person","people",-1,"NOUN",37,"POBJ",122,"person fact","person fact i"
"fact","fact",-1,"NOUN",42,"ATTR",122,"fact i","fact i cut"
"i","I",-1,"PRON",48,"NSUBJ",122,"i cut","i cut regulation"
"cut","cutting",-1,"VERB",44,"CCOMP",122,"cut regulation","cut regulation you"
"regulation","regulation",-1,"NOUN",48,"DOBJ",122,"regulation you","regulation you regulation"
"you","You",-1,"PRON",52,"NSUBJ",122,"you regulation","you regulation top"
"regulation","regulations",-1,"NOUN",52,"DOBJ",122,"regulation top","regulation top regulation"
"top","top",-1,"NOUN",54,"POBJ",122,"top regulation","top regulation new"
"regulation","regulations",-1,"NOUN",56,"POBJ",122,"regulation new","regulation new company"
"new","new",-1,"ADJ",61,"AMOD",122,"new company","new company can"
"company","companies",-1,"NOUN",64,"NSUBJ",122,"company can","company can form"
"can","can",-1,"VERB",64,"AUX",122,"can form","can form old"
"form","form",-1,"VERB",52,"CONJ",122,"form old","form old company"
"old","old",-1,"ADJ",67,"AMOD",122,"old company","old company go"
"company","companies",-1,"NOUN",69,"NSUBJ",122,"company go","company go business"
"go","going",-1,"VERB",64,"CONJ",122,"go business","go business want"
"business","business",-1,"NOUN",71,"POBJ",122,"business want","business want increase"
"want","want",-1,"VERB",76,"ROOT",122,"want increase","want increase regulation"
"increase","increase",-1,"VERB",76,"XCOMP",122,"increase regulation","increase regulation make"
"regulation","regulations",-1,"NOUN",78,"DOBJ",122,"regulation make","regulation make even"
"make","make",-1,"VERB",78,"CONJ",122,"make even","make even bad"
"even","even",-1,"ADV",85,"ADVMOD",122,"even bad",NA
"bad","worse",-1,"ADJ",82,"ACOMP",122,NA,NA
"i","I",-1,"PRON",2,"NSUBJ",123,"i go","i go cut"
"go","going",-1,"VERB",2,"ROOT",123,"go cut","go cut regulation"
"cut","cut",-1,"VERB",2,"XCOMP",123,"cut regulation","cut regulation i"
"regulation","regulations",-1,"NOUN",4,"DOBJ",123,"regulation i","regulation i go"
"i","I",-1,"PRON",9,"NSUBJ",123,"i go","i go cut"
"go","going",-1,"VERB",9,"ROOT",123,"go cut","go cut tax"
"cut","cut",-1,"VERB",9,"XCOMP",123,"cut tax","cut tax big"
"tax","taxes",-1,"NOUN",11,"IOBJ",123,"tax big","tax big league"
"big","big",-1,"ADJ",14,"AMOD",123,"big league","big league go"
"league","league",-1,"NOUN",11,"DOBJ",123,"league go","league go raise"
"go","going",-1,"VERB",9,"CONJ",123,"go raise","go raise tax"
"raise","raise",-1,"VERB",19,"XCOMP",123,"raise tax","raise tax big"
"tax","taxes",-1,"NOUN",21,"IOBJ",123,"tax big","tax big league"
"big","big",-1,"ADJ",24,"AMOD",123,"big league","big league end"
"league","league",-1,"NOUN",21,"DOBJ",123,"league end","league end story"
"end","end",-1,"NOUN",24,"APPOS",123,"end story",NA
"story","story",-1,"NOUN",27,"POBJ",123,NA,NA
"let","Let",-1,"VERB",0,"ROOT",124,"let get","let get pause"
"get","get",-1,"VERB",0,"CCOMP",124,"get pause","get pause right"
"pause","pause",-1,"VERB",2,"XCOMP",124,"pause right","pause right go"
"right","right",-1,"ADV",7,"ADVMOD",124,"right go","right go move"
"go","going",-1,"VERB",2,"ADVCL",124,"go move","go move go"
"move","move",-1,"VERB",12,"XCOMP",124,"move go","move go move"
"go","going",-1,"VERB",0,"PARATAXIS",124,"go move","go move next"
"move","move",-1,"VERB",19,"XCOMP",124,"move next","move next segment"
"next","next",-1,"ADJ",25,"AMOD",124,"next segment","next segment we"
"segment","segment",-1,"NOUN",22,"POBJ",124,"segment we","segment we go"
"we","We",-1,"PRON",29,"NSUBJ",124,"we go","we go talk"
"go","going",-1,"VERB",29,"ROOT",124,"go talk","go talk tax"
"talk","talk",-1,"VERB",29,"XCOMP",124,"talk tax",NA
"tax","taxes",-1,"NOUN",31,"DOBJ",124,NA,NA
"ca","ca",-1,"VERB",1,"ROOT",125,"ca n't","ca n't ca"
"n't","n't",-1,"ADV",1,"NEG",125,"n't ca","n't ca n't"
"ca","ca",-1,"VERB",8,"AUX",125,"ca n't","ca n't leave"
"n't","n't",-1,"ADV",8,"NEG",125,"n't leave","n't leave stand"
"leave","left",-1,"VERB",1,"PARATAXIS",125,"leave stand",NA
"stand","stand",-1,"VERB",8,"XCOMP",125,NA,NA
"just","just",-1,"ADV",2,"ADVMOD",126,"just take","just take seconds"
"take","take",-1,"VERB",2,"ROOT",126,"take seconds","take seconds go"
"seconds","seconds",-1,"NOUN",2,"DOBJ",126,"seconds go","seconds go go"
"go","going",-1,"VERB",2,"CONJ",126,"go go",NA
"go","go",-1,"VERB",9,"XCOMP",126,NA,NA
"i","I",-1,"PRON",3,"NSUBJ",127,"i kind","i kind assume"
"kind","kind",-1,"ADV",2,"ADVMOD",127,"kind assume","kind assume lot"
"assume","assumed",-1,"VERB",3,"ROOT",127,"assume lot","assume lot charge"
"lot","lot",-1,"NOUN",7,"ATTR",127,"lot charge","lot charge claim"
"charge","charges",-1,"NOUN",10,"POBJ",127,"charge claim",NA
"claim","claims",-1,"NOUN",12,"CONJ",127,NA,NA
"fact","Facts",-1,"NOUN",0,"ROOT",128,NA,NA
"so","So",-1,"ADV",3,"ADVMOD",129,"so take","so take home"
"take","taken",-1,"VERB",3,"ROOT",129,"take home","take home page"
"home","home",-1,"NOUN",6,"NN",129,"home page","home page website"
"page","page",-1,"NOUN",3,"DOBJ",129,"page website","page website hillaryclinton.com"
"website","website",-1,"NOUN",7,"POBJ",129,"website hillaryclinton.com","website hillaryclinton.com turn"
"hillaryclinton.com","HillaryClinton.com",-1,"NOUN",9,"APPOS",129,"hillaryclinton.com turn","hillaryclinton.com turn fact"
"turn","turned",-1,"VERB",3,"CONJ",129,"turn fact","turn fact checker"
"fact","fact",-1,"NOUN",22,"NN",129,"fact checker","fact checker want"
